8	ba
砹	ai
靉	ai
哀	ai
皑	ai
薆	ai
濭	ai
嘊	ai
噯	ai
隘	ai
嗳	ai
啀	ai
叆	ai
譺	ai
譪	ai
霭	ai
璦	ai
賹	ai
蔼	ai
躷	ai
癌	ai
毐	ai
壒	ai
矮	ai
艾	ai
爱	ai
藹	ai
碍	ai
塧	ai
鎄	ai
哎	ai
曖	ai
瑷	ai
溾	ai
昹	ai
嫒	ai
皚	ai
礙	ai
敱	ai
敳	ai
鑀	ai
僾	ai
溰	ai
皧	ai
抭	yao
餆	yao
窰	yao
飖	yao
幺	yao
堯	yao
穾	yao
尧	yao
靿	yao
窈	yao
摇	yao
峣	yao
溔	yao
吆	yao
偠	yao
筄	yao
鷂	yao
顤	yao
鹞	yao
磘	yao
藥	yao
鴢	yao
榚	yao
倄	yao
药	yao
訞	yao
纅	yao
邎	yao
讑	yao
舀	yao
繇	yao
珧	yao
姚	yao
窅	yao
要	yao
遙	yao
遥	yao
騕	yao
窯	yao
咬	yao
窑	yao
谣	yao
摿	yao
耀	yao
柼	yao
薬	yao
榣	yao
祅	yao
嶤	yao
葯	yao
暚	yao
烑	yao
鷕	yao
鱙	yao
崾	yao
爻	yao
蘨	yao
揺	yao
鳐	yao
愮	yao
鼼	yao
宎	yao
徭	yao
眑	yao
垚	yao
邀	yao
杳	yao
燿	yao
闄	yao
軺	yao
葽	yao
岆	yao
仸	yao
喓	yao
嗂	yao
瑶	yao
妖	yao
腰	yao
詏	yao
滧	yao
鴁	yao
餚	yao
艞	yao
苭	yao
鰩	yao
窔	yao
傜	yao
熎	yao
狕	yao
袎	yao
嶢	yao
蓔	yao
謡	yao
鎐	yao
覞	yao
枖	yao
婹	yao
瑤	yao
謠	yao
曜	yao
颻	yao
搖	yao
夭	yao
楆	yao
猺	yao
媱	yao
矅	yao
肴	yao
齩	yao
轺	yao
獟	yao
殀	yao
尭	yao
掱	pa
筢	pa
爬	pa
趴	pa
苩	pa
啪	pa
琶	pa
杷	pa
潖	pa
妑	pa
葩	pa
帕	pa
帊	pa
怕	pa
袙	pa
舥	pa
皅	pa
浌	pe
擗	pi
埤	pi
澼	pi
枇	pi
魮	pi
疋	pi
鮍	pi
圮	pi
稫	pi
鼙	pi
駓	pi
銔	pi
伓	pi
諀	pi
坯	pi
銢	pi
砒	pi
鷿	pi
豾	pi
吡	pi
炋	pi
磇	pi
甓	pi
豼	pi
郫	pi
蠯	pi
鉟	pi
秠	pi
阰	pi
釽	pi
噽	pi
膍	pi
苉	pi
魾	pi
铍	pi
嶏	pi
礕	pi
礔	pi
伾	pi
毘	pi
崥	pi
潎	pi
蚍	pi
鈚	pi
闢	pi
羆	pi
肶	pi
噼	pi
枈	pi
悂	pi
秛	pi
鲏	pi
焷	pi
蜱	pi
鴄	pi
鈹	pi
壀	pi
纰	pi
庀	pi
耚	pi
嚭	pi
紕	pi
仳	pi
罴	pi
嫓	pi
陴	pi
僻	pi
篺	pi
痞	pi
憵	pi
錍	pi
丕	pi
霹	pi
髬	pi
琵	pi
毗	pi
淠	pi
啤	pi
劈	pi
翍	pi
批	pi
癖	pi
披	pi
錃	pi
邳	pi
脾	pi
笓	pi
匹	pi
螷	pi
狓	pi
抷	pi
鵧	pi
皮	pi
譬	pi
腗	pi
狉	pi
脴	pi
鸊	pi
媲	pi
揊	pi
蚾	pi
貔	pi
旇	pi
疲	pi
岯	pi
屁	pi
隦	pi
蚽	pi
疈	pi
鉕	po
魄	po
破	po
婆	po
駊	po
昢	po
箥	po
頗	po
钋	po
鄱	po
珀	po
叵	po
蒪	po
皤	po
哛	po
乶	po
烞	po
哱	po
尀	po
迫	po
岥	po
粕	po
櫇	po
釙	po
嚩	po
醱	po
醗	po
砶	po
敀	po
酦	po
泼	po
蔢	po
坡	po
洦	po
笸	po
岶	po
湐	po
鏺	po
颇	po
嘙	po
钷	po
潑	po
廹	po
奤	po
祘	suan
筭	suan
匴	suan
狻	suan
蒜	suan
酸	suan
算	suan
痠	suan
笇	suan
杶	chun
莼	chun
蠢	chun
醇	chun
椿	chun
旾	chun
唇	chun
淳	chun
纯	chun
槆	chun
春	chun
陙	chun
脣	chun
輴	chun
惷	chun
暙	chun
箺	chun
錞	chun
橁	chun
鹑	chun
櫄	chun
賰	chun
瑃	chun
滣	chun
湻	chun
醕	chun
蝽	chun
犉	chun
純	chun
鯙	chun
媋	chun
偆	chun
鰆	chun
浱	chun
漘	chun
蓴	chun
鶉	chun
萅	chun
鶞	chun
萶	chun
蒓	chun
睶	chun
簅	chan
鋓	chan
蟬	chan
誗	chan
產	chan
颤	chan
阐	chan
斺	chan
艬	chan
摲	chan
旵	chan
纏	chan
産	chan
摻	chan
瀺	chan
煘	chan
剷	chan
瀍	chan
纒	chan
饞	chan
鋋	chan
棎	chan
产	chan
諂	chan
幝	chan
忏	chan
襜	chan
湹	chan
馋	chan
攙	chan
鑱	chan
谄	chan
毚	chan
嬋	chan
潺	chan
巉	chan
骣	chan
蝉	chan
掺	chan
繟	chan
搀	chan
丳	chan
獑	chan
谗	chan
燀	chan
蟐	chan
缠	chan
铲	chan
硟	chan
鏟	chan
儳	chan
覘	chan
剗	chan
苂	chan
壥	chan
廛	chan
刬	chan
螹	chan
顫	chan
儃	chan
欃	chan
幨	chan
蟾	chan
囅	chan
蒇	chan
梴	chan
嚵	chan
譂	chan
觇	chan
潹	chan
懺	chan
讒	chan
懴	chan
羼	chan
醦	chan
韂	chan
躔	chan
讇	chan
閳	chan
浐	chan
禅	chan
緾	chan
孱	chan
磛	chan
蕆	chan
冁	chan
辿	chan
婵	chan
酁	chan
摌	chan
镵	chan
澶	chan
滻	chan
闡	chan
劖	chan
裧	chan
鄽	chan
灛	chan
鎚	chui
吹	chui
錘	chui
槌	chui
顀	chui
搥	chui
箠	chui
腄	chui
棰	chui
龡	chui
埀	chui
捶	chui
桘	chui
锤	chui
垂	chui
倕	chui
陲	chui
炊	chui
菙	chui
縞	gao
藳	gao
告	gao
郜	gao
槹	gao
祰	gao
臯	gao
锆	gao
羔	gao
皋	gao
篙	gao
祮	gao
菒	gao
高	gao
膏	gao
镐	gao
搞	gao
糕	gao
峼	gao
稿	gao
藁	gao
勂	gao
餻	gao
鷎	gao
槁	gao
稾	gao
槔	gao
皐	gao
稁	gao
诰	gao
鋯	gao
鼛	gao
杲	gao
鎬	gao
夰	gao
禞	gao
鷱	gao
筶	gao
櫜	gao
檺	gao
槀	gao
誥	gao
橰	gao
髙	gao
睾	gao
韟	gao
缟	gao
筸	gan
苷	gan
旰	gan
簳	gan
倝	gan
澉	gan
泔	gan
榦	gan
绀	gan
灨	gan
粓	gan
澸	gan
鳡	gan
橄	gan
芉	gan
鱤	gan
敢	gan
詌	gan
姏	gan
秆	gan
感	gan
赣	gan
淦	gan
尷	gan
尶	gan
贑	gan
尲	gan
赶	gan
肝	gan
趕	gan
骭	gan
玕	gan
漧	gan
攼	gan
干	gan
竿	gan
柑	gan
杆	gan
甘	gan
紺	gan
稈	gan
皯	gan
汵	gan
酐	gan
仠	gan
矸	gan
尴	gan
凲	gan
疳	gan
坩	gan
迀	gan
盰	gan
擀	gan
忓	gan
幹	gan
檊	gan
贛	gan
衦	gan
魐	gan
桿	gan
鳱	gan
凎	gan
増	zeng
磳	zeng
鬵	zeng
贈	zeng
鋥	zeng
囎	zeng
璔	zeng
锃	zeng
橧	zeng
赠	zeng
曾	zeng
鄫	zeng
熷	zeng
矰	zeng
憎	zeng
增	zeng
甑	zeng
繒	zeng
缯	zeng
罾	zeng
譄	zeng
曽	zeng
陔	gai
郂	gai
盖	gai
葢	gai
钙	gai
溉	gai
該	gai
槪	gai
匄	gai
该	gai
絯	gai
概	gai
匃	gai
改	gai
槩	gai
絠	gai
蓋	gai
忋	gai
晐	gai
荄	gai
戤	gai
豥	gai
賅	gai
姟	gai
摡	gai
漑	gai
賌	gai
峐	gai
鈣	gai
瓂	gai
畡	gai
赅	gai
祴	gai
丐	gai
侅	gai
乢	gai
垓	gai
敻	xiong
讻	xiong
忷	xiong
夐	xiong
詗	xiong
焽	xiong
熋	xiong
焸	xiong
訩	xiong
賯	xiong
熊	xiong
芎	xiong
凶	xiong
兄	xiong
胸	xiong
匈	xiong
雄	xiong
汹	xiong
詾	xiong
恟	xiong
兇	xiong
诇	xiong
胷	xiong
匂	xiong
洶	xiong
哅	xiong
钂	tang
棠	tang
爣	tang
膛	tang
躺	tang
唐	tang
堂	tang
鎕	tang
倘	tang
矘	tang
汤	tang
樘	tang
榶	tang
薚	tang
鎲	tang
搪	tang
隚	tang
淌	tang
糖	tang
醣	tang
伖	tang
瑭	tang
镋	tang
赯	tang
篖	tang
劏	tang
湯	tang
鶶	tang
饄	tang
帑	tang
摥	tang
烫	tang
煻	tang
儻	tang
嘡	tang
蓎	tang
耥	tang
趟	tang
禟	tang
羰	tang
傏	tang
膅	tang
溏	tang
餹	tang
塘	tang
鼞	tang
啺	tang
燙	tang
镗	tang
鐋	tang
傥	tang
偒	tang
坣	tang
踼	tang
螳	tang
鄌	tang
磄	tang
铴	tang
蹚	tang
戃	tang
蝪	tang
橖	tang
糃	tang
糛	tang
鏜	tang
漟	tang
螗	tang
闛	tang
鞺	tang
曭	tang
骿	pian
骈	pian
諞	pian
覑	pian
騗	pian
楄	pian
騙	pian
胼	pian
翩	pian
犏	pian
媥	pian
騈	pian
駢	pian
腁	pian
偏	pian
鶣	pian
篇	pian
跰	pian
片	pian
囨	pian
谝	pian
賆	pian
蹁	pian
貵	pian
楩	pian
骗	pian
瞟	piao
醥	piao
缥	piao
縹	piao
勡	piao
闝	piao
嫖	piao
顠	piao
飄	piao
螵	piao
翲	piao
驃	piao
犥	piao
旚	piao
剽	piao
徱	piao
篻	piao
魒	piao
薸	piao
彯	piao
殍	piao
嘌	piao
瓢	piao
票	piao
鰾	piao
僄	piao
漂	piao
骠	piao
皫	piao
飃	piao
飘	piao
慓	piao
沧	cang
賶	cang
艙	cang
仺	cang
滄	cang
凔	cang
舱	cang
仓	cang
嵢	cang
獊	cang
藏	cang
倉	cang
傖	cang
鶬	cang
鑶	cang
伧	cang
苍	cang
鸧	cang
蒼	cang
螥	cang
珩	heng
鑅	heng
鸻	heng
烆	heng
桁	heng
撗	heng
脝	heng
姮	heng
橫	heng
涥	heng
蘅	heng
胻	heng
悙	heng
恆	heng
恒	heng
鴴	heng
衡	heng
啈	heng
亨	heng
横	heng
哼	heng
錎	xian
蘚	xian
麙	xian
誸	xian
諴	xian
胘	xian
鮮	xian
鱻	xian
霰	xian
屳	xian
銽	xian
蹮	xian
盷	xian
鍌	xian
睍	xian
鍁	xian
鋧	xian
尟	xian
塪	xian
尠	xian
瞯	xian
橺	xian
嘕	xian
県	xian
粯	xian
銑	xian
埳	xian
銛	xian
譣	xian
銜	xian
橌	xian
湺	xian
痫	xian
羨	xian
燹	xian
鷴	xian
鷳	xian
稴	xian
忺	xian
祆	xian
蚿	xian
陷	xian
莶	xian
限	xian
线	xian
韅	xian
灦	xian
烍	xian
缐	xian
氙	xian
憪	xian
險	xian
妶	xian
憲	xian
鷼	xian
苮	xian
娊	xian
臽	xian
佡	xian
姭	xian
輱	xian
宪	xian
廯	xian
纤	xian
鲜	xian
咸	xian
贤	xian
舷	xian
衔	xian
仙	xian
先	xian
娹	xian
幰	xian
铣	xian
掀	xian
锨	xian
闲	xian
涎	xian
县	xian
献	xian
腺	xian
馅	xian
羡	xian
现	xian
韯	xian
嫌	xian
弦	xian
显	xian
险	xian
韱	xian
憸	xian
纖	xian
臔	xian
晛	xian
縣	xian
苋	xian
嬐	xian
澖	xian
嫻	xian
婱	xian
咁	xian
鹇	xian
壏	xian
嫺	xian
仚	xian
崄	xian
顯	xian
僴	xian
僲	xian
暹	xian
躚	xian
蜆	xian
僩	xian
枮	xian
峴	xian
絤	xian
娴	xian
僊	xian
杴	xian
攕	xian
攇	xian
瀗	xian
挦	xian
鼸	xian
繊	xian
蛝	xian
褼	xian
莧	xian
奾	xian
秈	xian
纎	xian
嶮	xian
険	xian
陥	xian
禒	xian
籼	xian
撏	xian
撊	xian
顕	xian
铦	xian
蚬	xian
絃	xian
礥	xian
鶱	xian
襳	xian
閒	xian
閑	xian
搟	xian
誢	xian
藓	xian
猃	xian
鹹	xian
綫	xian
垷	xian
孅	xian
甉	xian
跹	xian
賢	xian
毨	xian
箲	xian
癇	xian
豏	xian
狝	xian
哯	xian
伭	xian
櫶	xian
癎	xian
馦	xian
筅	xian
跣	xian
岘	xian
赻	xian
獻	xian
現	xian
涀	xian
玁	xian
麲	xian
嗛	xian
珗	xian
酰	xian
餡	xian
獫	xian
藖	xian
薟	xian
糮	xian
冼	xian
贒	xian
醎	xian
獮	xian
線	xian
啣	xian
晓	xiao
獢	xiao
効	xiao
鴵	xiao
俲	xiao
魈	xiao
櫹	xiao
淆	xiao
潇	xiao
硣	xiao
宯	xiao
嘐	xiao
嘋	xiao
虈	xiao
斅	xiao
鴞	xiao
踃	xiao
熽	xiao
逍	xiao
翛	xiao
蕭	xiao
嘵	xiao
殽	xiao
斆	xiao
箫	xiao
膮	xiao
虓	xiao
绡	xiao
涍	xiao
謏	xiao
歊	xiao
蠨	xiao
蛸	xiao
暁	xiao
呺	xiao
嘯	xiao
篠	xiao
梟	xiao
髐	xiao
綃	xiao
骁	xiao
敩	xiao
窙	xiao
曉	xiao
郩	xiao
穘	xiao
鸮	xiao
霄	xiao
硝	xiao
囂	xiao
痟	xiao
痚	xiao
髇	xiao
彇	xiao
筱	xiao
訤	xiao
萧	xiao
猇	xiao
削	xiao
灲	xiao
肖	xiao
烋	xiao
校	xiao
孝	xiao
啸	xiao
笑	xiao
宵	xiao
誟	xiao
效	xiao
灱	xiao
歗	xiao
小	xiao
嚻	xiao
颵	xiao
嚣	xiao
哮	xiao
恔	xiao
誵	xiao
消	xiao
侾	xiao
销	xiao
詨	xiao
簘	xiao
撨	xiao
哓	xiao
憢	xiao
崤	xiao
瀟	xiao
嘨	xiao
鷍	xiao
枵	xiao
驍	xiao
筿	xiao
蟏	xiao
揱	xiao
庨	xiao
簫	xiao
傚	xiao
焇	xiao
洨	xiao
毊	xiao
枭	xiao
咲	xiao
蟂	xiao
皛	xiao
銷	xiao
蟰	xiao
藃	xiao
婋	xiao
皢	xiao
箯	bian
揙	bian
扁	bian
卞	bian
便	bian
变	bian
砭	bian
覍	bian
煸	bian
徧	bian
糄	bian
籩	bian
変	bian
笾	bian
缏	bian
藊	bian
鞕	bian
惼	bian
褊	bian
边	bian
諚	bian
鞭	bian
炞	bian
辧	bian
鴘	bian
鯿	bian
玣	bian
编	bian
甂	bian
窆	bian
變	bian
匾	bian
贬	bian
鯾	bian
邊	bian
抃	bian
緶	bian
碥	bian
鍽	bian
牑	bian
辨	bian
遍	bian
弁	bian
辩	bian
蝙	bian
邉	bian
辫	bian
苄	bian
獱	bian
鳊	bian
辯	bian
萹	bian
猵	bian
忭	bian
稨	bian
汳	bian
釆	bian
昪	bian
閞	bian
辡	bian
編	bian
貶	bian
艑	bian
辮	bian
汴	bian
錶	biao
諘	biao
檦	biao
飈	biao
謤	biao
幖	biao
脿	biao
飇	biao
飆	biao
瘭	biao
滮	biao
镖	biao
標	biao
熛	biao
蔈	biao
儦	biao
镳	biao
裱	biao
嫑	biao
猋	biao
淲	biao
穮	biao
飊	biao
颩	biao
俵	biao
瀌	biao
臕	biao
鑣	biao
飑	biao
爂	biao
飙	biao
彪	biao
髟	biao
膘	biao
表	biao
飚	biao
摽	biao
鳔	biao
颷	biao
标	biao
驫	biao
骉	biao
墂	biao
鏢	biao
磦	biao
藨	biao
褾	biao
婊	biao
贆	biao
颮	biao
檛	zhua
髽	zhua
挝	zhua
抓	zhua
膼	zhua
撾	zhua
簻	zhua
躖	duan
端	duan
耑	duan
瑖	duan
媏	duan
锻	duan
塅	duan
葮	duan
短	duan
断	duan
籪	duan
斷	duan
碫	duan
椴	duan
褍	duan
鍴	duan
腶	duan
毈	duan
煅	duan
偳	duan
段	duan
簖	duan
缎	duan
緞	duan
鍛	duan
聦	cong
徖	cong
潨	cong
徔	cong
孮	cong
灇	cong
従	cong
婃	cong
驄	cong
匆	cong
聰	cong
枞	cong
爜	cong
聪	cong
瞛	cong
潈	cong
欉	cong
樅	cong
璁	cong
棇	cong
騘	cong
丛	cong
瑽	cong
骢	cong
囪	cong
从	cong
葱	cong
囱	cong
鏓	cong
蓯	cong
潀	cong
悤	cong
蟌	cong
鍯	cong
鏦	cong
樷	cong
聡	cong
悰	cong
篵	cong
賨	cong
怱	cong
賩	cong
苁	cong
憁	cong
藂	cong
漎	cong
樬	cong
錝	cong
蔥	cong
熜	cong
淙	cong
繱	cong
漗	cong
叢	cong
從	cong
茐	cong
愡	cong
忩	cong
暰	cong
誴	cong
謥	cong
琮	cong
醊	zhui
沝	zhui
畷	zhui
笍	zhui
隹	zhui
缒	zhui
赘	zhui
腏	zhui
硾	zhui
锥	zhui
騅	zhui
惴	zhui
追	zhui
縋	zhui
膇	zhui
礈	zhui
諈	zhui
綴	zhui
贅	zhui
甀	zhui
錣	zhui
椎	zhui
娷	zhui
坠	zhui
骓	zhui
鵻	zhui
錐	zhui
墜	zhui
缀	zhui
鑆	zhui
窡	zhuo
丵	zhuo
叕	zhuo
罬	zhuo
鷟	zhuo
倬	zhuo
妰	zhuo
蠗	zhuo
謶	zhuo
篧	zhuo
镯	zhuo
焯	zhuo
窧	zhuo
犳	zhuo
诼	zhuo
撯	zhuo
琸	zhuo
擢	zhuo
諁	zhuo
鵫	zhuo
蠿	zhuo
桌	zhuo
娺	zhuo
籱	zhuo
汋	zhuo
琢	zhuo
諑	zhuo
穛	zhuo
穱	zhuo
卓	zhuo
拙	zhuo
椓	zhuo
櫡	zhuo
涿	zhuo
浞	zhuo
槕	zhuo
棳	zhuo
棁	zhuo
斫	zhuo
捉	zhuo
濯	zhuo
梲	zhuo
籗	zhuo
晫	zhuo
彴	zhuo
斀	zhuo
濁	zhuo
鐲	zhuo
鐯	zhuo
灂	zhuo
着	zhuo
炪	zhuo
浊	zhuo
灼	zhuo
劅	zhuo
斮	zhuo
擆	zhuo
硺	zhuo
鋜	zhuo
禚	zhuo
茁	zhuo
圴	zhuo
酌	zhuo
啄	zhuo
斱	zhuo
斲	zhuo
斵	zhuo
啅	zhuo
烵	zhuo
訰	zhun
迍	zhun
窀	zhun
啍	zhun
綧	zhun
肫	zhun
凖	zhun
諄	zhun
宒	zhun
稕	zhun
衠	zhun
谆	zhun
准	zhun
準	zhun
埻	zhun
軣	hong
谼	hong
黌	hong
渹	hong
玜	hong
玒	hong
魟	hong
竤	hong
撔	hong
篊	hong
渱	hong
嚝	hong
汯	hong
鬨	hong
荭	hong
沗	hong
綋	hong
谹	hong
吰	hong
紭	hong
鋐	hong
宖	hong
呍	hong
泓	hong
浤	hong
銾	hong
闳	hong
叿	hong
仜	hong
紅	hong
硡	hong
澒	hong
黉	hong
潂	hong
硔	hong
訇	hong
紘	hong
妅	hong
鉷	hong
葓	hong
虹	hong
闂	hong
霟	hong
烘	hong
揈	hong
鸿	hong
宏	hong
闀	hong
洪	hong
霐	hong
哄	hong
苰	hong
翃	hong
羾	hong
訌	hong
灴	hong
轰	hong
鴻	hong
翝	hong
纮	hong
弘	hong
焢	hong
蕻	hong
鍧	hong
彋	hong
娂	hong
粠	hong
葒	hong
垬	hong
薨	hong
轟	hong
耾	hong
鈜	hong
閧	hong
輷	hong
谾	hong
红	hong
晎	hong
屸	hong
讧	hong
閎	hong
鞃	hong
竑	hong
鷞	shuang
慡	shuang
灀	shuang
鏯	shuang
鸘	shuang
雙	shuang
驦	shuang
漺	shuang
孇	shuang
縔	shuang
爽	shuang
礵	shuang
骦	shuang
騻	shuang
鹴	shuang
艭	shuang
欆	shuang
霜	shuang
塽	shuang
双	shuang
孀	shuang
涓	juan
瓹	juan
裐	juan
勌	juan
姢	juan
蠲	juan
獧	juan
鐫	juan
絹	juan
脧	juan
罥	juan
呟	juan
巻	juan
帣	juan
睊	juan
弮	juan
絭	juan
鋑	juan
焆	juan
狷	juan
睠	juan
蔨	juan
劵	juan
镌	juan
淃	juan
眷	juan
桊	juan
锩	juan
倦	juan
奆	juan
鎸	juan
錈	juan
羂	juan
慻	juan
餋	juan
菤	juan
埍	juan
勬	juan
讂	juan
捲	juan
卷	juan
绢	juan
娟	juan
腃	juan
鹃	juan
惓	juan
捐	juan
朘	juan
鄄	juan
臇	juan
猅	pai
派	pai
棑	pai
箄	pai
鎃	pai
哌	pai
沠	pai
渒	pai
蒎	pai
輫	pai
牌	pai
排	pai
湃	pai
簲	pai
簰	pai
拍	pai
徘	pai
俳	pai
簁	shai
曬	shai
籭	shai
筛	shai
簛	shai
晒	shai
篩	shai
邖	shan
挻	shan
鄯	shan
嬗	shan
墡	shan
姗	shan
搧	shan
彡	shan
僐	shan
墠	shan
膻	shan
晱	shan
縿	shan
脠	shan
陝	shan
饍	shan
磰	shan
珊	shan
敾	shan
訕	shan
跚	shan
柵	shan
閃	shan
姍	shan
鐥	shan
嘇	shan
釤	shan
贍	shan
骟	shan
羶	shan
睒	shan
疝	shan
蟮	shan
钐	shan
檆	shan
謆	shan
銏	shan
譱	shan
樿	shan
鱓	shan
騸	shan
炶	shan
鱔	shan
掞	shan
灗	shan
禪	shan
笘	shan
鳝	shan
熌	shan
幓	shan
讪	shan
軕	shan
舢	shan
歚	shan
羴	shan
傓	shan
刪	shan
煔	shan
蟺	shan
芟	shan
澘	shan
剼	shan
椫	shan
潸	shan
繕	shan
痁	shan
扇	shan
苫	shan
善	shan
衫	shan
缮	shan
膳	shan
闪	shan
狦	shan
擅	shan
陕	shan
杉	shan
覢	shan
圸	shan
赡	shan
煽	shan
山	shan
删	shan
汕	shan
赸	shan
鯅	shan
弰	shao
潲	shao
筲	shao
艄	shao
燒	shao
梢	shao
卲	shao
少	shao
捎	shao
輎	shao
芍	shao
稍	shao
勺	shao
莦	shao
烧	shao
紹	shao
柖	shao
蕱	shao
髾	shao
娋	shao
旓	shao
杓	shao
邵	shao
袑	shao
哨	shao
玿	shao
绍	shao
韶	shao
鮹	shao
綤	shao
劭	shao
焼	shao
萷	shao
詊	pan
坢	pan
頖	pan
丬	pan
攀	pan
磻	pan
牉	pan
沜	pan
幋	pan
炍	pan
潘	pan
盘	pan
叛	pan
爿	pan
袢	pan
鑻	pan
判	pan
畔	pan
盤	pan
眅	pan
磐	pan
盼	pan
鎜	pan
瀊	pan
蹒	pan
鞶	pan
槃	pan
溿	pan
泮	pan
鋬	pan
萠	pan
冸	pan
媻	pan
蟠	pan
柈	pan
襻	pan
蒰	pan
跘	pan
縏	pan
搫	pan
蹣	pan
洀	pan
拚	pan
庖	pao
拋	pao
麅	pao
狍	pao
奅	pao
疱	pao
脬	pao
砲	pao
麭	pao
麃	pao
萢	pao
匏	pao
爮	pao
垉	pao
咆	pao
礮	pao
抛	pao
炰	pao
軳	pao
皰	pao
炮	pao
刨	pao
鞄	pao
礟	pao
袍	pao
泡	pao
靤	pao
跑	pao
脌	nin
您	nin
拰	nin
囜	nin
绗	hang
杭	hang
吭	hang
迒	hang
頏	hang
笐	hang
蚢	hang
航	hang
垳	hang
夯	hang
苀	hang
魧	hang
貥	hang
筕	hang
絎	hang
斻	hang
沆	hang
裄	hang
颃	hang
糱	nie
涅	nie
摰	nie
嵲	nie
糵	nie
隉	nie
蹑	nie
蠥	nie
痆	nie
帇	nie
錜	nie
嶭	nie
枿	nie
臲	nie
讘	nie
聶	nie
鎳	nie
镍	nie
槷	nie
揑	nie
顳	nie
踂	nie
嚙	nie
敜	nie
鑷	nie
鑈	nie
篞	nie
镊	nie
齧	nie
噛	nie
钀	nie
蘖	nie
湼	nie
颞	nie
闑	nie
嗫	nie
囓	nie
圼	nie
囁	nie
臬	nie
孼	nie
躡	nie
踙	nie
捏	nie
聂	nie
孽	nie
啮	nie
陧	nie
櫱	nie
踗	nie
巕	nie
苶	nie
籋	nie
菍	nie
鑧	kubn
圦	kubi
妴	yuan
夗	yuan
鹓	yuan
魭	yuan
鶢	yuan
囦	yuan
園	yuan
圎	yuan
剈	yuan
鳶	yuan
黿	yuan
員	yuan
厵	yuan
厡	yuan
噮	yuan
鴛	yuan
鼋	yuan
傆	yuan
駌	yuan
鵷	yuan
媴	yuan
圓	yuan
鶰	yuan
鼘	yuan
螈	yuan
円	yuan
騵	yuan
鼝	yuan
邧	yuan
櫞	yuan
垸	yuan
衏	yuan
謜	yuan
笎	yuan
爰	yuan
塬	yuan
蜵	yuan
蝝	yuan
蝯	yuan
沅	yuan
鋺	yuan
棩	yuan
褑	yuan
褤	yuan
贠	yuan
裫	yuan
猨	yuan
榬	yuan
榞	yuan
橼	yuan
願	yuan
惌	yuan
湲	yuan
羱	yuan
灁	yuan
轅	yuan
溒	yuan
掾	yuan
遠	yuan
逺	yuan
邍	yuan
蚖	yuan
渕	yuan
薳	yuan
蜎	yuan
芫	yuan
薗	yuan
悁	yuan
淵	yuan
眢	yuan
渆	yuan
渁	yuan
禐	yuan
裷	yuan
辕	yuan
鸢	yuan
园	yuan
肙	yuan
杬	yuan
愿	yuan
媛	yuan
援	yuan
寃	yuan
苑	yuan
员	yuan
猿	yuan
縁	yuan
嬽	yuan
圆	yuan
源	yuan
缘	yuan
葾	yuan
鎱	yuan
远	yuan
瑗	yuan
怨	yuan
嫄	yuan
茒	yuan
蒬	yuan
院	yuan
冤	yuan
渊	yuan
貟	yuan
元	yuan
緣	yuan
蒝	yuan
垣	yuan
原	yuan
袁	yuan
盶	yuan
鸳	yuan
靵	niu
炄	niu
汼	niu
纽	niu
扭	niu
牛	niu
妞	niu
杻	niu
钮	niu
忸	niu
莥	niu
鈕	niu
牜	niu
紐	niu
狃	niu
鈡	zhong
歱	zhong
鼨	zhong
諥	zhong
钟	zhong
泈	zhong
蚛	zhong
種	zhong
衆	zhong
忠	zhong
彸	zhong
中	zhong
筗	zhong
踵	zhong
喠	zhong
妕	zhong
狆	zhong
锺	zhong
瘇	zhong
鍾	zhong
籦	zhong
終	zhong
蹱	zhong
蜙	zhong
媑	zhong
鐘	zhong
汷	zhong
伀	zhong
偅	zhong
眾	zhong
衳	zhong
徸	zhong
衷	zhong
茽	zhong
冢	zhong
柊	zhong
腫	zhong
盅	zhong
蔠	zhong
炂	zhong
塚	zhong
终	zhong
鴤	zhong
祌	zhong
刣	zhong
舯	zhong
衶	zhong
銿	zhong
堹	zhong
妐	zhong
螽	zhong
尰	zhong
螤	zhong
肿	zhong
仲	zhong
众	zhong
种	zhong
重	zhong
幒	zhong
煄	zhong
癛	lin
轔	lin
癝	lin
轥	lin
瀶	lin
蔺	lin
阾	lin
箖	lin
琳	lin
賃	lin
懍	lin
翷	lin
膦	lin
蹸	lin
隣	lin
璘	lin
恡	lin
獜	lin
藺	lin
粦	lin
躙	lin
亃	lin
鱗	lin
焛	lin
辚	lin
甐	lin
燐	lin
躪	lin
林	lin
疄	lin
閵	lin
懔	lin
厸	lin
橉	lin
邻	lin
檁	lin
臨	lin
临	lin
綝	lin
悋	lin
廪	lin
鳞	lin
斴	lin
吝	lin
赁	lin
凛	lin
晽	lin
碄	lin
遴	lin
淋	lin
崊	lin
拎	lin
鏻	lin
嶙	lin
凜	lin
瞵	lin
驎	lin
粼	lin
壣	lin
潾	lin
檩	lin
廩	lin
澟	lin
繗	lin
暽	lin
鄰	lin
霖	lin
菻	lin
麐	lin
麟	lin
撛	lin
僯	lin
冧	lin
磷	lin
躏	lin
炛	guang
僙	guang
垙	guang
炚	guang
輄	guang
逛	guang
灮	guang
烡	guang
犷	guang
广	guang
珖	guang
広	guang
光	guang
俇	guang
獷	guang
黆	guang
炗	guang
茪	guang
咣	guang
胱	guang
姯	guang
洸	guang
銧	guang
